No,Preprocessed Violent toxic words,Sentiment Value
,prudent,Positive
,psychics,Positive
,psychotherapy,Positive
,pukka,Positive
,pumped,Positive
,punchy,Positive
,punctilious,Positive
,punctual,Positive
,punctuality,Positive
,puppy,Positive
,pure,Positive
,purely,Positive
,purify,Positive
,purity,Positive
,purpose,Positive
,purposeful,Positive
,quadruple,Positive
,quaff,Positive
,quaint,Positive
,quaintise,Positive
,quaintisiness,Positive
,quaintly,Positive
,qualified,Positive
,qualify,Positive
,qualitative,Positive
,qualitatively,Positive
,quality,Positive
,quality-assurance,Positive
,quality-of-life,Positive
,quality-time,Positive
,quantifiable,Positive
,quantity,Positive
,quarter,Positive
,quat,Positive
,queen,Positive
,queenhood,Positive
,queenly,Positive
,queep,Positive
,quell,Positive
,quemeful,Positive
,quench,Positive
,quenching,Positive
,querist,Positive
,quest,Positive
,quester,Positive
,question,Positive
,qui,Positive
,quick,Positive
,quick-as-a-flash,Positive
,quick-march,Positive
,quick-moving,Positive
,quick-release,Positive
,quick-sighted,Positive
,quick-thinking,Positive
,quick-witted,Positive
,quick-wittedly,Positive
,quicken,Positive
,quickening,Positive
,quicker,Positive
,quickly,Positive
,quickness,Positive
,quickstep,Positive
,quiddity,Positive
,quiescent,Positive
,quiet,Positive
,quieter,Positive
,quietly,Positive
,quietness,Positive
,quietsome,Positive
,quillet,Positive
,quintessence,Positive
,quintessential,Positive
,quintessentially,Positive
,quip,Positive
,quirk,Positive
,quirky,Positive
,quite,Positive
,quiver,Positive
,quixotic,Positive
,quiz,Positive
,quota,Positive
,quotable,Positive
,quotation,Positive
,quote,Positive
,quotes,Positive
,quotha,Positive
,quotidian,Positive
,racy,Positive
,rad,Positive
,radiance,Positive
,radiant,Positive
,radiantly,Positive
,radiate,Positive
,rah,Positive
,rain-maker,Positive
,rainbow,Positive
,raison-d’etre,Positive
,rambunctious,Positive
,rapid,Positive
,rapidly,Positive
,rapport,Positive
,rapt,Positive
,rapture,Positive
,rapturous,Positive
,rapturously,Positive
,rasasvada,Positive
,rational,Positive
,rationality,Positive
,rationally,Positive
,ravish,Positive
,ravishing,Positive
,ravishingly,Positive
,razor-sharp,Positive
,re-connection,Positive
,reachable,Positive
,readable,Positive
,readily,Positive
,readiness,Positive
,ready,Positive
,reaffirm,Positive
,reaffirmation,Positive
,real,Positive
,realistic,Positive
,reality,Positive
,realizable,Positive
,really,Positive
,reap,Positive
,reason,Positive
,reasonable,Positive
,reasonably,Positive
,reasoned,Positive
,reassurance,Positive
,reassure,Positive
,reassuring,Positive
,reassuringly,Positive
,reborn,Positive
,receive,Positive
,receiver,Positive
,reception,Positive
,receptive,Positive
,receptively,Positive
,recherche,Positive
,recipient,Positive
,reciprocal,Positive
,reciprocally,Positive
,reciprocate,Positive
,reclaim,Positive
,recognition,Positive
,recognizable,Positive
,recognize,Positive
,recognized,Positive
,recommend,Positive
,recommendable,Positive
,recommendation,Positive
,recommendations,Positive
,recommended,Positive
,reconcile,Positive
,reconciliation,Positive
,record-setting,Positive
,recover,Positive
,recovery,Positive
,recreation,Positive
,rectification,Positive
,rectify,Positive
,rectifying,Positive
,recuperation,Positive
,recuperative,Positive
,red-carpet,Positive
,redeem,Positive
,redeeming,Positive
,redemption,Positive
,refine,Positive
,refined,Positive
,refinement,Positive
,reflection,Positive
,reflective,Positive
,reflectively,Positive
,reform,Positive
,reformed,Positive
,reforming,Positive
,reforms,Positive
,refresh,Positive
,refreshed,Positive
,refreshing,Positive
,refreshingly,Positive
,refulgent,Positive
,refund,Positive
,refunded,Positive
,regal,Positive
,regally,Positive
,regard,Positive
,regnant,Positive
,regular,Positive
,regulator,Positive
,reincarnation,Positive
,rejoice,Positive
,rejoicing,Positive
,rejoicingly,Positive
,rejuvenate,Positive
,rejuvenated,Positive
,rejuvenating,Positive
,rejuvenation,Positive
,rejuvenescent,Positive
,relatedness,Positive
,relationships,Positive
,relax,Positive
,relaxation,Positive
,relaxed,Positive
,relaxing,Positive
,relaxingly,Positive
,release,Positive
,releasing,Positive
,relent,Positive
,relevant,Positive
,reliability,Positive
,reliable,Positive
,reliably,Positive
,relief,Positive
,relieve,Positive
,relieved,Positive
,reliever,Positive
,religion,Positive
,relish,Positive
,remarkable,Positive
,remarkably,Positive
,remedy,Positive
,remission,Positive
,remissive,Positive
,remunerate,Positive
,renaissance,Positive
,renew,Positive
,renewed,Positive
,renovate,Positive
,renovation,Positive
,renown,Positive
,renowned,Positive
,replaceable,Positive
,repose,Positive
,represent,Positive
,reputable,Positive
,reputably,Positive
,reputation,Positive
,resilience,Positive
,resilient,Positive
,resiliently,Positive
,resolute,Positive
,resolutely,Positive
,resolve,Positive
,resolved,Positive
,resound,Positive
,resounding,Positive
,resoundingly,Positive
,resource,Positive
,resourceful,Positive
,resourcefully,Positive
,resourcefulness,Positive
,respect,Positive
,respectable,Positive
,respectably,Positive
,respected,Positive
,respectful,Positive
,respectfully,Positive
,respite,Positive
,resplendent,Positive
,resplendently,Positive
,responsibility,Positive
,responsible,Positive
,responsibly,Positive
,responsive,Positive
,responsively,Positive
,rest,Positive
,rested,Positive
,restful,Positive
,restfully,Positive
,restoration,Positive
,restorative,Positive
,restoratively,Positive
,restore,Positive
,restored,Positive
,restructure,Positive
,restructured,Positive
,restructuring,Positive
,result,Positive
,results,Positive
,retentive,Positive
,retentively,Positive
,retractable,Positive
,return,Positive
,reveal,Positive
,revealing,Positive
,revel,Positive
,revelation,Positive
,revere,Positive
,revered,Positive
,reverence,Positive
,reverent,Positive
,reverently,Positive
,revitalize,Positive
,revitalizing,Positive
,revival,Positive
,revive,Positive
,revived,Positive
,revives,Positive
,revolutionary,Positive
,revolutionize,Positive
,revolutionized,Positive
,revolutionizes,Positive
,reward,Positive
,rewardable,Positive
,rewarding,Positive
,rewardingly,Positive
,rhapsodic,Positive
,rhapsodically,Positive
,rhapsody,Positive
,rich,Positive
,richer,Positive
,richly,Positive
,richness,Positive
,right,Positive
,right-o,Positive
,righten,Positive
,righteous,Positive
,righteously,Positive
,righteousness,Positive
,rightful,Positive
,rightfully,Positive
,rightly,Positive
,rightness,Positive
,ripe,Positive
,rise,Positive
,risible,Positive
,risibly,Positive
,risk-free,Positive
,risk-taking,Positive
,robust,Positive
,robustly,Positive
,rock,Positive
,roger,Positive
,roger-that,Positive
,roll,Positive
,rollick,Positive
,rollicking,Positive
,rollickingly,Positive
,romance,Positive
,romantic,Positive
,romantically,Positive
,romanticize,Positive
,romeo,Positive
,roomier,Positive
,roomy,Positive
,rooted,Positive
,rooter,Positive
,rose,Positive
,rosily,Positive
,rosiness,Positive
,rosy,Positive
,round,Positive
,rounded,Positive
,rouse,Positive
,rousing,Positive
,rousingly,Positive
,royal,Positive
,rugged,Positive
,ruggedly,Positive
,ruler,Positive
,ruling,Positive
,run,Positive
,run-after,Positive
,run-for-my-money,Positive
,runner,Positive
,sabbath,Positive
,saccharine,Positive
,sacd,Positive
,sachem,Positive
,sacralise,Positive
,sacralization,Positive
,sacralize,Positive
,sacred,Positive
,sacrifice,Positive
,sacrificial,Positive
,sacrificially,Positive
,sacring,Positive
,sacrosanct,Positive
,sadhu,Positive
,safe,Positive
,safe-bet,Positive
,safe-guard,Positive
,safe-house,Positive
,safe-keeping,Positive
,safe-period,Positive
,safe-sex,Positive
,safely,Positive
,safeness,Positive
,safety,Positive
,safety-belt,Positive
,safety-cage,Positive
,safety-catch,Positive
,safety-curtain,Positive
,safety-film,Positive
,safety-glass,Positive
,safety-lamp,Positive
,safety-match,Positive
,safety-net,Positive
,safety-pin,Positive
,safety-razor,Positive
,safety-use,Positive
,safety-valve,Positive
,saga,Positive
,sagacious,Positive
,sagaciously,Positive
,sagacity,Positive
,sagamore,Positive
,saganaki,Positive
,sage,Positive
,sagely,Positive
,sago,Positive
,sahib,Positive
,sail,Positive
,saint,Positive
,saintliness,Positive
,saintly,Positive
,saints-day,Positive
,salaam,Positive
,salary,Positive
,sale,Positive
,saleable,Positive
,salient,Positive
,saliently,Positive
,salivate,Positive
,sally-lunn,Positive
,saloon-car,Positive
,salt-of-the-earth,Positive
,salubrious,Positive
,salubriously,Positive
,salubrity,Positive
,salut,Positive
,salutary,Positive
,salutation,Positive
,salutational,Positive
,salutatorian,Positive
,salutatory,Positive
,salute,Positive
,salutiferous,Positive
,salvage,Positive
,salvation,Positive
,salvationist,Positive
,salve,Positive
,samaritan,Positive
,samskara,Positive
,sanative,Positive
,sanctification,Positive
,sanctified,Positive
,sanctifier,Positive
,sanctify,Positive
,sanctifying,Positive
,sanctimonious,Positive
,sanction,Positive
,sanctioned,Positive
,sanctitude,Positive
,sanctity,Positive
,sanctuary,Positive
,sanctum,Positive
,sanctus,Positive
,sand-pit,Positive
,sandlot,Positive
,sane,Positive
,sanely,Positive
,saneness,Positive
,sangfroid,Positive
,sanguine,Positive
,sanguinely,Positive
,sanguineness,Positive
,sanitarily,Positive
,sanitariness,Positive
,sanitary,Positive
,sanitize,Positive
,sanity,Positive
,santa,Positive
,santa-claus,Positive
,sap,Positive
,sapid,Positive
,sapidity,Positive
,sapience,Positive
,sapient,Positive
,sapientia,Positive
,sapiential,Positive
,sapiently,Positive
,sapling,Positive
,sardar,Positive
,sassy,Positive
,sate,Positive
,satiable,Positive
,satiate,Positive
,satiation,Positive
,satiety,Positive
,satisfaction,Positive
,satisfactorily,Positive
,satisfactoriness,Positive
,satisfactory,Positive
,satisfiability,Positive
,satisfiable,Positive
,satisfied,Positive
,satisfies,Positive
,satisfy,Positive
,satisfying,Positive
,satisfyingly,Positive
,satori,Positive
,satsang,Positive
,satsanga,Positive
,saturated,Positive
,saturnalia,Positive
,saucily,Positive
,sauciness,Positive
,saucy,Positive
,sauna,Positive
,saunter,Positive
,savant,Positive
,save,Positive
,save-a-packet,Positive
,saver,Positive
,saving,Positive
,saving-grace,Positive
,savings,Positive
,savior,Positive
,saviour,Positive
,savoir-faire,Positive
,savor,Positive
,savory,Positive
,savour,Positive
,savouring,Positive
,savoury,Positive
,savvied,Positive
,savvier,Positive
,savvies,Positive
,savviest,Positive
,savvy,Positive
,savvying,Positive
,say,Positive
,scale-of-god,Positive
,scamper,Positive
,scenic,Positive
,scherzando,Positive
,scherzo,Positive
,schmooze,Positive
,scholar,Positive
,scholarly,Positive
,scholarship,Positive
,school,Positive
,schoolmate,Positive
,science,Positive
,scientific,Positive
,scintillate,Positive
,scintillating,Positive
,scintillatingly,Positive
,scintillation,Positive
,scintillator,Positive
,scion,Positive
,scope,Positive
,score,Positive
,scores,Positive
,scot-free,Positive
,scrappy,Positive
,scream,Positive
,screamer,Positive
,script,Positive
,scripter,Positive
,scrummier,Positive
,scrummiest,Positive
,scrummy,Positive
,scrumptious,Positive
,scrumptiously,Positive
,scrumptiousness,Positive
,scrupulous,Positive
,sculp,Positive
,sculptor,Positive
,seamless,Positive
,season,Positive
,seasonable,Positive
,seasoned,Positive
,seaworthy,Positive
,secluded,Positive
,seclusion,Positive
,second-advent,Positive
,second-sight,Positive
,second-sighted,Positive
,second-wind,Positive
,secure,Positive
,secured,Positive
,securely,Positive
,security,Positive
,seductive,Positive
,sedulity-,Positive
,sedulous,Positive
,sedulously,Positive
,sedulously–,Positive
,sedulousness-,Positive
,sedulous–,Positive
,see-ya,Positive
,seek,Positive
,seeker,Positive
,seem,Positive
,seemly,Positive
,select,Positive
,selective,Positive
,self-acceptance,Positive
,self-affirmation,Positive
,self-analysing,Positive
,self-analysis-,Positive
,self-assertive,Positive
,self-assurance,Positive
,self-assured,Positive
,self-awareness,Positive
,self-belief,Positive
,self-compassion,Positive
,self-confidence,Positive
,self-confident,Positive
,self-confident-,Positive
,self-confidently,Positive
,self-confidently-,Positive
,self-consistency,Positive
,self-consistent,Positive
,self-control,Positive
,self-controlled,Positive
,self-defence,Positive
,self-defensive,Positive
,self-determination,Positive
,self-discipline,Positive
,self-disciplined,Positive
,self-discovery,Positive
,self-esteem,Positive
,self-expression,Positive
,self-forgiveness,Positive
,self-fulfilling,Positive
,self-help,Positive
,self-kindness,Positive
,self-love,Positive
,self-made,Positive
,self-protection,Positive
,self-realisation,Positive
,self-realization,Positive
,self-respect,Positive
,self-sacrifice-,Positive
,self-sacrificing,Positive
,self-satisfaction,Positive
,self-starter,Positive
,self-starting,Positive
,self-sufficiency,Positive
,self-sufficient,Positive
,self-sufficient-,Positive
,self-sustained,Positive
,self-sustaining,Positive
,self-taughtself-worth,Positive
,selfless,Positive
,selflessly,Positive
,selflessness,Positive
,selling-point-,Positive
,sensation,Positive
,sensational,Positive
,sensationally,Positive
,sensations,Positive
,sense,Positive
,sensibility,Positive
,sensible,Positive
,sensibly,Positive
,sensitive,Positive
,sensitively,Positive
,sensitivity,Positive
,sensitize,Positive
,sensual,Positive
,sensuous,Positive
,sensuously,Positive
,sentient,Positive
,sentiment,Positive
,sentimental,Positive
,sentimental-value,Positive
,sentimentally,Positive
,sentinel,Positive
,sequacious,Positive
,sequin,Positive
,serenade,Positive
,serenader,Positive
,serendipitous,Positive
,serendipitously,Positive
,serendipity,Positive
,serene,Positive
,serenely,Positive
,serenity,Positive
,serious,Positive
,seriously,Positive
,serve,Positive
,server,Positive
,service,Positive
,serviceable,Positive
,set,Positive
,settled,Positive
,settling,Positive
,seventh-day-adventist,Positive
,sex-appeal,Positive
,sex-bomb,Positive
,sex-symbol,Positive
,sexcentenary,Positive
,sexiness,Positive
,sexpot,Positive
,sexual,Positive
,sexy,Positive
,sfx,Positive
,sgraffito,Positive
,shabash,Positive
,shabbat,Positive
,shabbos,Positive
,shalom,Positive
,shape,Positive
,shape-shifting,Positive
,shapeliness,Positive
,shapely,Positive
,share,Positive
,share-out,Positive
,sharp,Positive
,sharp-featured,Positive
,sharp-witted,Positive
,sharp-wittedness,Positive
,sharper,Positive
,sharpest,Positive
,sharpness,Positive
,sharpy,Positive
,shaver,Positive
,shazaam,Positive
,shazam,Positive
,sheen,Positive
,sheeniest,Positive
,sheeny,Positive
,sheer,Positive
,shekhinah,Positive
,shelter,Positive
,shift,Positive
,shifting,Positive
,shimmering,Positive
,shimmeringly,Positive
,shimmery,Positive
,shindig,Positive
,shindy,Positive
,shine,Positive
,shine-shining,Positive
,shiner,Positive
,shine–shining,Positive
,shining,Positive
,shiningly,Positive
,shiny,Positive
,shipshape,Positive
,show,Positive
,show-up-more-present,Positive
,showy,Positive
,shrewd,Positive
,shrewdess,Positive
,shy,Positive
,sight,Positive
,sightly,Positive
,significance,Positive
,significant,Positive
,significantly,Positive
,silent,Positive
,silver,Positive
,simple,Positive
,simpler,Positive
,simplest,Positive
,simplicity,Positive
,simplified,Positive
,simplifies,Positive
,simplify,Positive
,simplifying,Positive
,simply,Positive
,sincere,Positive
,sincerely,Positive
,sincerity,Positive
,sinew,Positive
,sinewy,Positive
,singular,Positive
,sir,Positive
,sire,Positive
,sister,Positive
,sisterly,Positive
,sizable,Positive
,size,Positive
,sizzling,Positive
,skilful,Positive
,skilfully,Positive
,skill,Positive
,skilled,Positive
,skillful,Positive
,skipper,Positive
,sky-high,Positive
,slammin,Positive
,sleek,Positive
,sleekly,Positive
,sleekness,Positive
,sleeky,Positive
,sleep,Positive
,sleep-tight,Positive
,slender,Positive
,slick,Positive
,sloane,Positive
,sloaney,Positive
,sloe-eyed,Positive
,slumber-party,Positive
,small-fry,Positive
,smarm,Positive
,smart,Positive
,smarten,Positive
,smarter,Positive
,smartest,Positive
,smartly,Positive
,smartness,Positive
,smash,Positive
,smashing,Positive
,smashingly,Positive
,smile,Positive
,smiles,Positive
,smiling,Positive
,smilingly,Positive
,smitten,Positive
,smooch,Positive
,smoocher,Positive
,smooching,Positive
,smoochy,Positive
,smoodge,Positive
,smooth,Positive
,smoother,Positive
,smoothes,Positive
,cunt,Negative
,tranny,Negative
,wanker,Negative
,dumbass,Negative
,scrotum,Negative
,dicklick,Negative
,whitetrash,Negative
,niggor,Negative
,nigr,Negative
,wetback,Negative
,sonofbitch,Negative
,goy,Negative
,pube,Negative
,kk,Negative
,nsfw image,Negative
,rentafuck,Negative
,cyberslimer,Negative
,beast,Negative
,piss,Negative
,swallower,Negative
,suckme,Negative
,rabbi,Negative
,dixiedike,Negative
,xtc,Negative
,mooncricket,Negative
,camgirl,Negative
,honk,Negative
,nook,Negative
,slopey,Negative
,manhater,Negative
,motherfucked,Negative
,breast,Negative
,amateur,Negative
